Title: A Companionship Study of the Hipparcos-Gaia Catalog of Accelerations using Direct Imaging with NIRC2 at Keck
Authors: Schonhut-Stasik J.S., Dupuy T.
Table: Astrometric Accelerations for All HGCA-KOA Stars 
================================================================================
Column	Parameter			Unit
--------------------------------------------------------------------------------
1	HIP ID				dimensionless
2	RA Acceleration 		m/s/yr	
3	RA Acceleration error		m/s/yr
4	Dec Acceleration 		m/s/yr
5	Dec Acceleration error		m/s/yr
6	Astrometric acceleration	m/s/yr
7	Astrometric acceleration error	m/s/yr
--------------------------------------------------------------------------------
hip_id,accel_ra,ra_err,accel_dec,dec_err,acceleration,accel_err
104139,-23.56,23.45,74.78,13.28,78.41,13.44
108339,15.54,26.05,34.40,17.43,37.75,19.88
87341,-0.51,2.27,-5.18,2.04,5.20,2.05
22136,64.13,14.71,-55.56,12.72,84.85,13.82
116768,-35.16,17.33,-3.24,8.81,35.31,17.46
93657,0.83,2.33,3.65,1.36,3.74,1.49
26377,7.22,17.10,-11.92,8.72,13.93,10.15
9560,0.78,2.28,0.77,1.60,1.10,2.03
53721,-3.62,1.67,0.95,1.33,3.74,1.64
26381,-1.75,3.74,0.69,2.01,1.88,3.41
76852,-52.32,67.35,103.23,37.54,115.73,41.11
32702,0.68,2.24,3.26,1.22,3.33,1.36
95761,14.69,10.49,0.38,6.03,14.69,10.51
22152,-0.78,1.01,-0.41,0.94,0.88,1.00
39002,-142.47,17.76,248.71,7.34,286.62,8.46
76866,15.79,11.32,23.46,7.77,28.28,9.34
34819,-5.19,9.92,-1.65,5.38,5.45,9.90
89484,0.18,3.26,7.25,3.83,7.25,3.83
17960,-2.75,3.44,4.42,1.20,5.21,1.45
17962,6.00,3.11,-2.33,1.32,6.43,2.75
70553,1.22,13.17,5.92,10.65,6.05,10.83
116805,10.41,16.04,-27.47,8.36,29.37,8.60
64248,-4.84,49.78,-31.93,25.10,32.29,27.60
17971,19.29,27.09,14.08,11.47,23.88,25.31
11687,-7.33,7.15,-5.51,4.24,9.17,6.58
9598,21.34,23.40,23.16,11.98,31.49,19.85
95793,-2.50,4.26,-2.78,2.20,3.73,3.59
11696,-3.62,2.41,-5.07,1.66,6.23,2.01
1175,-13.35,28.65,8.87,15.41,16.02,23.69
24305,-76.20,27.20,-28.75,13.11,81.44,27.10
78996,1.23,11.57,9.51,5.86,9.58,6.34
22192,-3.84,2.49,1.43,1.62,4.10,2.35
36948,0.29,1.33,-0.66,0.89,0.72,0.94
20082,3.16,2.90,2.35,1.43,3.94,2.68
110507,5.36,14.57,9.30,7.52,10.74,10.81
7513,2.03,4.49,-7.12,2.85,7.41,2.89
79007,19.72,12.36,-5.94,6.01,20.59,11.49
110518,-1.80,3.36,1.88,2.16,2.60,2.67
3301,249.45,53.27,-66.59,21.44,258.18,49.27
13806,-0.35,2.61,1.91,1.31,1.95,1.26
24323,3.91,7.75,-6.16,3.30,7.30,4.01
20097,1.33,11.80,-4.21,4.08,4.42,3.26
60081,-3.41,3.24,1.53,1.31,3.73,2.77
41152,-5.99,5.96,-5.04,3.24,7.82,5.36
116849,45.99,18.28,-25.72,10.20,52.70,15.86
47452,146.27,47.62,-98.74,28.17,176.48,40.38
85327,-1.86,9.23,13.77,6.58,13.89,6.57
116854,-11.17,10.07,4.09,4.97,11.89,9.16
7539,0.82,1.94,-0.25,0.62,0.86,1.73
112668,0.73,31.18,-13.80,21.28,13.82,21.19
93746,-0.50,1.59,0.34,1.50,0.60,1.56
24348,2.66,3.53,-3.52,2.25,4.41,2.64
26471,4.17,8.39,-9.44,3.71,10.32,3.86
85340,-3.14,8.06,-0.61,4.15,3.20,8.13
36993,1.49,3.99,-0.62,1.71,1.61,3.49
95853,-5.46,17.43,-6.86,9.48,8.77,14.27
22245,-20.84,17.46,-21.12,7.33,29.67,15.13
53824,-4.94,6.46,-10.35,3.90,11.47,4.76
68516,-12.98,20.86,-38.35,11.95,40.48,14.03
49593,-10.97,7.66,-7.21,4.50,13.13,7.19
60121,0.70,0.97,1.44,0.80,1.60,0.84
114774,-24.89,10.00,12.83,4.21,28.00,8.31
91668,0.91,2.17,-0.51,1.34,1.04,1.92
74842,4.42,4.21,-6.78,2.76,8.09,3.11
7562,-4.97,3.02,5.73,2.49,7.58,2.70
51720,-3.09,15.29,13.85,10.19,14.19,10.23
76957,-7.06,10.42,1.59,6.62,7.24,10.12
20146,-1.66,3.98,-2.64,1.66,3.12,2.98
108468,-0.04,3.65,4.83,3.60,4.83,3.60
106363,9.60,5.47,7.39,2.72,12.11,5.02
97970,3.19,3.83,-1.47,1.68,3.51,3.30
22263,-0.12,0.92,0.55,0.61,0.56,0.61
9683,-6.04,2.12,0.40,1.36,6.05,2.11
106368,432.31,9.74,-119.80,4.75,448.60,9.13
97980,-8.08,23.32,-7.38,10.41,10.95,20.71
20160,-13.61,15.88,-14.24,8.35,19.70,13.61
116906,0.84,2.54,0.50,1.12,0.98,2.45
102190,20.64,51.38,-63.13,36.47,66.41,37.30
20171,-4.48,17.54,-17.64,8.01,18.20,10.03
91699,0.20,0.46,-0.22,0.43,0.29,0.44
91700,2.67,2.94,-2.30,1.49,3.53,2.21
1272,-2.71,10.81,5.83,4.94,6.43,5.26
32838,-1.94,5.12,7.11,3.09,7.37,3.11
85391,6.75,8.99,-0.90,4.25,6.81,8.76
93805,-13.73,18.66,27.55,9.62,30.78,10.53
76997,0.10,6.04,-8.08,2.39,8.08,2.36
79101,199.60,40.76,-111.11,22.31,228.44,35.23
47530,40.72,13.73,9.46,8.62,41.80,13.73
20186,-5.19,27.95,-17.71,10.47,18.46,15.65
102207,1.87,1.88,0.56,0.90,1.95,1.90
60171,-10.11,16.13,-20.36,8.25,22.73,11.44
114822,-2.60,9.52,1.64,5.17,3.07,7.99
116928,21.60,11.36,6.47,5.95,22.55,11.38
100108,5.39,7.54,5.39,4.50,7.62,6.57
5518,16.40,12.40,2.87,6.48,16.65,12.50
9723,-0.60,4.09,-7.10,2.35,7.13,2.42
51775,-2.83,13.39,-1.39,10.36,3.15,13.00
104318,-0.75,2.50,-1.80,1.46,1.95,1.77
55994,-0.05,5.51,3.32,3.41,3.32,3.40
102218,-0.45,4.15,-0.10,1.51,0.46,4.24
3414,10.54,13.62,-13.65,7.38,17.24,9.19
30769,-14.64,18.21,7.94,9.55,16.65,15.67
5542,-1.80,10.47,2.61,5.47,3.17,6.63
93843,2.30,3.57,7.46,2.15,7.81,2.43
95938,1.32,1.84,2.50,1.12,2.83,1.39
53910,-84.97,29.16,-70.81,18.17,110.61,26.39
26571,10.83,11.08,5.91,4.23,12.34,10.88
53911,-2.79,2.54,1.84,2.07,3.34,2.39
11847,-1.35,4.83,2.25,2.26,2.62,2.65
41277,-7.36,2.92,5.20,1.62,9.01,2.40
102253,8.17,6.70,-0.69,3.37,8.20,6.61
87558,1.46,5.49,0.40,3.39,1.52,5.47
43394,-1.28,6.05,4.00,3.90,4.20,3.98
51814,-1.76,3.05,-4.94,1.86,5.25,2.14
72845,0.14,8.21,-13.03,6.81,13.03,6.81
95962,1.37,2.18,-0.70,1.02,1.54,1.85
45497,-1.81,4.14,-1.14,2.35,2.14,3.91
79165,-0.34,1.10,0.14,0.58,0.36,1.00
22361,1.52,3.00,-7.44,2.32,7.59,2.33
20252,-8.59,23.11,15.23,9.14,17.49,10.42
32923,-2.15,26.92,-16.72,14.83,16.85,15.70
41307,22.45,14.03,3.47,7.67,22.72,14.13
110689,91.09,42.29,38.94,25.52,99.07,41.40
5590,-17.70,17.20,6.39,7.99,18.81,15.56
70753,15.94,37.35,-64.39,25.37,66.33,25.57
102283,1.50,5.36,1.38,2.83,2.04,4.73
53954,-11.43,13.76,-6.83,9.00,13.31,13.07
16090,0.12,2.42,-1.45,1.05,1.46,0.99
64457,1.24,1.37,-1.97,0.61,2.32,0.74
24505,-10.13,12.37,5.79,7.14,11.67,10.77
87601,3.88,3.86,-3.33,1.74,5.12,2.76
16095,18.01,16.64,14.01,8.19,22.82,15.24
64459,-3.75,1.54,3.17,1.02,4.91,1.29
83388,0.65,4.59,-1.90,3.07,2.01,3.15
22394,-1.75,3.52,-2.63,1.19,3.16,2.70
114924,3.99,2.12,-3.03,1.20,5.01,1.72
53977,0.95,8.34,-2.58,4.74,2.75,4.89
3502,-3.75,5.35,-3.31,2.21,5.00,4.81
56083,1.99,2.79,-4.35,1.75,4.78,1.86
53985,0.47,0.58,-0.59,0.36,0.76,0.43
89728,-1.49,1.75,1.24,1.00,1.93,1.39
87625,2.38,28.31,5.01,15.80,5.55,20.29
28767,0.72,1.53,-0.97,0.81,1.21,1.00
26664,1.92,2.88,0.25,1.55,1.94,2.90
56115,-6.85,15.83,-3.30,9.09,7.60,15.39
11941,7.12,2.36,0.37,1.45,7.13,2.36
110753,7.73,3.03,6.56,1.92,10.14,2.74
98146,-0.97,6.91,5.21,3.86,5.30,3.78
72940,-17.30,7.54,3.36,4.05,17.62,7.29
45590,1.28,8.31,1.39,5.94,1.90,7.32
81347,-2.05,2.73,-0.33,1.20,2.08,2.77
77152,4.56,2.00,-1.63,1.45,4.84,1.92
64527,-5.79,5.26,5.88,2.24,8.25,3.41
64532,1.29,0.76,2.10,0.41,2.47,0.58
16168,28.03,20.86,-12.68,9.01,30.76,17.95
49813,2.85,5.01,-5.32,2.53,6.04,2.83
47701,0.48,4.84,-3.39,2.46,3.43,2.37
96078,-1.87,4.18,2.51,2.55,3.13,3.02
9889,-11.14,21.64,12.21,10.71,16.53,14.70
96085,-0.33,1.04,-1.24,0.53,1.28,0.63
87691,-7.66,2.77,-2.64,1.69,8.10,2.74
83478,1.98,6.30,-3.67,4.05,4.17,4.42
100287,102.28,61.39,-462.77,45.07,473.93,45.34
108692,2.57,4.19,-0.00,2.82,2.57,4.19
35136,-0.54,1.71,-1.64,0.81,1.73,1.06
1473,-0.25,21.42,-24.29,11.19,24.29,11.24
22491,7.31,3.72,-6.80,3.00,9.98,3.36
3589,-0.74,1.56,1.21,1.15,1.42,1.24
106595,12.27,8.62,-4.87,3.77,13.20,7.62
81393,5.16,6.24,-0.70,2.87,5.21,6.07
83494,-4.27,3.25,-0.47,1.70,4.29,3.28
24619,3.24,14.82,-28.68,6.92,28.86,6.56
20388,4.88,10.33,2.75,4.06,5.60,10.09
81400,5.09,5.53,2.03,2.08,5.48,5.57
51968,-8.51,11.27,-18.76,6.82,20.60,8.23
102409,0.07,0.46,0.40,0.23,0.41,0.26
115033,-92.61,47.43,-51.37,24.42,105.90,45.66
33056,21.74,8.89,9.21,5.05,23.61,8.73
58280,-9.90,9.90,8.68,5.33,13.17,7.58
94027,16.93,14.46,-13.88,7.66,21.89,11.22
77227,-2.26,19.42,-22.60,12.34,22.71,12.63
47760,0.43,3.75,2.06,2.60,2.11,2.71
62492,2.06,3.25,-0.56,1.75,2.14,3.08
91949,0.50,1.07,-0.81,0.66,0.95,0.75
18327,4.49,2.90,1.23,0.95,4.66,2.98
35191,14.56,5.84,-5.53,3.18,15.58,5.36
91960,37.61,76.79,-7.75,43.72,38.40,74.29
14146,-3.32,9.26,4.76,7.12,5.80,7.75
66715,-7.40,10.98,4.84,9.87,8.84,10.63
28899,-0.71,5.59,-7.94,3.73,7.97,3.79
87768,0.14,0.82,-0.67,0.73,0.68,0.74
85666,-4.17,8.75,9.66,5.00,10.52,5.29
16268,80.37,17.07,75.58,7.72,110.33,15.04
9982,7.89,6.87,-3.37,4.67,8.58,6.44
79369,-11.12,8.53,7.62,4.44,13.48,6.93
115100,-4.19,6.28,0.66,2.08,4.24,5.99
60438,3.56,2.70,0.54,1.59,3.60,2.72
75158,0.63,4.89,-2.74,3.55,2.81,3.58
70952,-1.15,1.83,-0.39,0.80,1.22,1.84
83567,-5.08,15.05,1.20,6.18,5.22,14.11
75163,-5.52,6.19,-7.76,4.46,9.52,5.24
94094,-12.38,69.00,33.23,39.42,35.46,40.72
54158,3.33,7.62,-6.50,4.66,7.31,5.07
110901,-43.17,13.66,-7.96,7.71,43.90,13.74
16292,-7.79,16.76,-10.10,6.93,12.75,13.48
85699,0.61,4.70,6.60,2.95,6.62,3.02
75178,-1.17,9.42,9.23,7.94,9.30,7.94
100400,18.90,17.68,-32.66,10.94,37.73,12.18
66765,-2.05,1.41,2.60,1.67,3.31,1.57
77301,0.18,1.09,1.14,0.68,1.15,0.71
79404,-6.03,71.24,41.69,39.77,42.12,38.90
94112,-1.74,4.21,-1.49,2.55,2.29,3.79
12110,0.94,1.25,-0.17,0.89,0.96,1.23
87819,0.16,9.42,-3.04,4.86,3.05,4.77
89925,4.35,4.70,2.73,2.84,5.14,4.44
106711,116.94,24.81,173.16,14.79,208.95,19.74
20507,-6.17,8.63,-2.87,3.18,6.80,8.62
3713,-51.03,35.63,-25.36,15.16,56.99,35.08
115145,-70.64,7.99,89.58,4.86,114.08,5.86
83613,-5.58,9.98,-6.67,5.64,8.69,8.30
54195,3.57,4.09,-6.82,2.63,7.70,2.85
92041,-66.67,53.51,12.82,32.18,67.90,52.10
94140,13.59,9.89,-7.73,4.74,15.63,8.25
7943,7.69,14.96,-6.38,8.97,10.00,12.15
43674,4.61,3.60,-2.84,1.71,5.41,2.94
14234,-2.29,30.70,10.82,14.46,11.06,13.68
1625,-85.59,31.57,35.98,22.85,92.85,29.97
49986,-0.64,0.47,0.78,0.36,1.01,0.40
49988,-3.04,3.62,-17.16,2.56,17.43,2.64
41578,-4.57,9.20,-6.89,3.81,8.27,7.02
45786,15.33,41.07,58.41,26.74,60.39,28.78
29001,4.53,3.14,-3.56,1.52,5.76,2.39
108859,-2.61,2.72,-0.87,1.55,2.75,2.70
113086,-2.04,1.69,-57.79,0.98,57.83,0.99
79463,-167.91,10.41,-214.12,4.43,272.11,8.41
43701,-1.16,5.55,-0.63,2.46,1.32,5.40
33212,-0.44,1.70,0.41,0.93,0.60,1.28
14264,-5.61,12.41,-18.36,4.42,19.19,6.99
71040,5.76,7.40,6.46,3.15,8.65,6.22
81560,-1.84,3.47,-2.80,1.89,3.35,2.70
68940,2.63,11.19,8.26,5.19,8.67,6.81
75253,0.39,1.06,-0.79,0.59,0.88,0.64
10085,29.32,28.03,5.23,18.25,29.78,28.08
20563,0.57,2.75,-0.64,1.37,0.85,1.85
66837,0.86,4.39,4.59,2.48,4.67,2.69
81572,-0.24,4.96,-4.10,2.14,4.11,2.26
33227,-3.09,4.65,-0.17,2.53,3.09,4.67
85790,4.60,7.02,3.47,4.35,5.77,6.45
1670,41.91,54.90,-107.76,25.38,115.62,25.71
90004,-2.20,2.52,-0.11,1.46,2.21,2.52
106787,3.96,8.98,11.38,6.10,12.05,6.67
85799,2.23,1.80,-0.41,1.22,2.27,1.77
106786,-4.63,13.42,-6.41,9.15,7.91,11.19
18481,-0.94,6.09,5.23,2.66,5.32,2.44
39535,9.61,9.31,-9.69,3.83,13.64,5.95
68969,1.19,2.77,1.30,1.86,1.76,2.40
96305,-4.92,36.07,-5.48,19.65,7.36,30.48
98402,32.89,13.89,-2.25,6.67,32.97,13.74
107302,-7.67,4.22,2.41,2.85,8.04,4.05
8016,11.05,14.63,-2.61,7.29,11.35,13.91
113136,36.49,29.45,-103.52,16.24,109.76,16.61
3801,90.19,22.85,28.15,10.90,94.48,22.95
104717,-8.62,8.20,-2.92,4.68,9.10,8.15
102618,-3.92,27.18,8.94,15.52,9.76,16.47
83711,2.85,6.99,1.54,3.33,3.25,6.77
64792,-7.22,6.62,-1.01,2.87,7.29,6.71
60595,3.43,8.96,0.29,3.98,3.44,9.05
26966,-0.28,5.36,-8.30,3.59,8.31,3.61
85840,-0.63,2.33,3.23,1.62,3.29,1.62
3829,3.39,0.40,-7.39,0.26,8.13,0.27
81634,3.48,7.35,4.63,3.67,5.79,5.89
58510,8.42,15.68,-37.82,7.63,38.75,7.31
102655,1.99,2.78,3.27,1.23,3.83,2.07
16449,5.83,2.48,-2.69,1.70,6.43,2.31
117371,30.75,24.56,32.67,10.76,44.86,20.97
94260,-1.96,12.69,2.55,7.27,3.22,8.88
98455,35.60,32.85,-9.90,13.01,36.95,30.20
117375,4.89,9.40,1.27,3.88,5.05,9.55
24873,-13.21,15.39,-10.58,9.96,16.93,14.05
73249,-4.03,9.89,2.59,6.29,4.79,8.65
10175,-5.11,2.84,-0.58,1.91,5.14,2.85
85871,-18.08,23.99,-13.77,11.11,22.73,22.13
47997,-1.52,5.45,-0.63,2.74,1.65,5.40
77464,4.78,6.53,3.55,3.65,5.96,6.01
87976,2.16,12.41,1.35,7.20,2.55,11.72
108972,-9.87,14.29,11.27,9.33,14.98,11.22
113195,-3.59,3.24,1.27,1.61,3.81,2.96
106871,0.35,7.00,17.09,4.97,17.09,4.98
94280,85.29,28.79,41.45,17.23,94.83,27.92
31235,-6.24,41.55,-9.71,24.52,11.54,32.58
115312,-3.29,10.95,-1.43,5.52,3.58,10.79
50141,-4.81,9.17,-6.68,5.91,8.23,7.54
60661,-0.02,2.43,1.78,1.23,1.78,1.22
88010,165.22,687.79,179.14,422.30,243.70,590.70
83796,11.76,5.70,1.86,2.67,11.90,5.77
104809,1.30,1.38,-0.54,0.73,1.40,1.25
98505,-0.82,0.61,-0.27,0.41,0.87,0.61
8122,3.29,3.33,-4.03,2.10,5.20,2.52
8123,-30.83,26.10,-222.13,15.23,224.26,16.02
24930,40.09,36.41,13.26,19.68,42.23,36.28
77512,1.59,7.74,11.03,7.54,11.14,7.55
45950,6.88,3.99,0.27,2.35,6.88,4.01
54388,-1.90,7.98,-6.86,5.84,7.11,6.12
88030,-4.25,6.89,11.20,4.02,11.97,4.16
106924,3.93,3.11,-4.75,1.71,6.17,2.17
16529,-0.56,3.51,-0.39,1.25,0.69,3.34
92247,11.45,8.99,11.88,5.83,16.50,7.84
20728,11.74,9.16,3.01,4.64,12.12,9.22
77542,-2.96,5.13,8.22,3.10,8.74,3.19
45982,-0.81,6.09,-4.42,5.05,4.50,5.11
111169,15.52,12.57,-2.60,6.12,15.74,12.16
92265,-1.00,7.29,18.61,6.71,18.64,6.71
6061,1.04,22.70,-41.16,11.36,41.17,11.23
109056,-2.17,13.85,17.88,8.68,18.01,8.60
22852,-25.10,16.57,5.46,8.96,25.69,15.93
20752,-42.23,2.48,55.43,1.16,69.68,1.50
90174,-6.33,4.33,1.16,2.38,6.43,4.20
117481,-1.63,1.70,1.17,0.93,2.01,1.38
96471,-78.65,12.64,-72.38,6.51,106.88,11.16
10272,-2.03,1.95,0.14,1.27,2.04,1.94
16563,1.84,2.29,1.85,1.18,2.61,1.98
37609,7.68,14.92,-5.21,8.26,9.28,12.38
20762,-2.57,2.92,-0.85,1.31,2.71,2.94
10280,-10.99,16.42,28.89,8.37,30.91,8.59
111191,0.94,5.53,7.98,4.12,8.03,4.17
56551,-9.06,15.38,-6.59,6.37,11.20,14.41
92291,0.73,1.83,-5.79,1.36,5.83,1.36
8190,0.31,3.20,0.57,2.12,0.65,2.51
10288,-2.77,7.78,-1.53,4.35,3.17,7.47
109086,-7.92,7.12,6.17,4.71,10.04,6.09
58645,-13.89,8.79,17.03,4.85,21.97,6.12
18673,19.23,19.41,-35.99,13.03,40.81,14.10
98589,-0.39,1.90,0.25,0.73,0.47,1.44
64955,-9.23,4.35,20.91,1.88,22.86,1.95
20789,-140.77,32.52,38.80,12.57,146.02,29.87
16591,8.31,7.39,3.82,3.14,9.14,7.33
14501,-2.05,1.41,0.37,0.99,2.09,1.38
48129,-1.79,6.41,-5.01,3.59,5.32,4.31
6108,-0.10,4.33,0.64,2.36,0.64,2.31
73390,2.70,6.94,0.64,6.88,2.77,6.94
16599,5.77,7.33,2.02,3.08,6.11,7.39
81800,-0.50,1.04,-0.71,0.62,0.87,0.84
73399,-11.86,14.41,29.46,10.46,31.76,10.85
71284,0.88,4.02,-2.04,2.67,2.22,2.81
16611,111.40,39.17,-11.47,20.82,111.99,38.58
104918,2.55,11.96,-2.93,6.45,3.88,8.39
22910,-2.44,10.47,3.63,4.42,4.38,5.53
20815,-3.81,3.65,-2.89,1.29,4.78,3.43
77622,-1.54,11.35,-22.49,8.05,22.54,8.11
27161,-1.40,4.01,6.67,2.26,6.81,2.23
22923,4.24,8.02,-13.65,3.22,14.29,2.93
20827,-0.34,2.83,2.78,1.14,2.80,1.03
92346,4.57,3.70,-4.70,2.92,6.55,3.28
43970,-6.09,8.46,-9.04,4.14,10.90,6.54
102843,4.17,7.11,3.07,3.74,5.17,6.57
33485,24.15,24.78,-17.12,13.15,29.61,20.07
14544,2.59,7.22,-3.12,3.44,4.06,4.61
39780,1.27,3.03,0.13,1.14,1.28,3.08
115474,-58.96,90.51,-1.25,41.45,58.98,90.78
73449,13.23,9.05,-26.70,6.84,29.80,7.19
111278,-2.58,3.01,-1.92,2.22,3.22,2.81
77660,-119.42,41.22,-110.14,26.40,162.46,36.72
44001,5.86,4.71,-2.41,2.02,6.33,4.12
16664,41.94,80.22,23.09,36.77,47.88,77.78
77669,-2.13,5.30,3.70,3.46,4.27,3.82
4065,-112.11,36.01,108.61,14.12,156.09,22.93
109176,13.15,6.96,3.01,3.43,13.49,7.03
96576,-2.61,1.08,-0.85,0.72,2.75,1.07
6187,-25.75,21.45,-43.28,12.97,50.36,16.62
1964,-6.77,17.68,-6.56,5.46,9.43,15.83
50335,70.88,37.27,26.00,25.96,75.50,36.68
88194,-0.14,0.79,-1.03,0.54,1.04,0.56
98687,-20.50,14.65,-10.34,7.26,22.96,14.28
92403,-0.12,0.25,0.31,0.13,0.33,0.14
90303,-21.43,159.67,78.84,91.82,81.70,91.87
111312,0.65,4.40,1.51,2.78,1.64,3.24
20895,-12.25,19.00,-27.84,10.36,30.42,13.27
115527,1.56,1.92,1.25,0.95,2.00,1.74
92418,9.37,17.10,-25.86,9.90,27.51,10.19
20901,-6.02,10.44,-6.32,4.58,8.73,8.94
117629,-15.26,33.59,13.52,19.21,20.39,26.30
107107,1.07,3.52,-5.61,2.12,5.71,2.10
27249,-6.41,5.26,0.69,3.20,6.45,5.20
54582,12.04,1.51,-6.56,0.77,13.71,1.29
88227,0.21,3.20,0.45,1.87,0.50,2.31
98719,3.50,59.21,35.78,21.17,35.95,24.86
71395,-2.25,1.18,1.90,0.75,2.94,0.98
69291,1.34,9.32,2.24,6.46,2.61,7.57
77725,-6.19,4.41,-2.14,1.97,6.55,4.43
62983,-8.15,7.28,3.77,2.66,8.98,6.06
20917,0.51,0.81,-0.04,0.35,0.51,0.79
115552,-12.39,8.85,4.05,4.49,13.03,8.19
50384,1.94,2.43,-0.78,1.43,2.09,2.24
6240,3.29,7.12,0.49,2.40,3.32,7.28
8346,0.13,1.84,0.52,1.02,0.54,1.16
25157,-8.76,19.27,-21.62,8.49,23.33,12.44
60904,-0.81,13.67,-12.17,7.68,12.19,7.87
113465,10.03,8.29,-21.77,5.93,23.97,6.24
12545,-0.88,2.78,0.91,1.97,1.27,2.32
94557,3.30,1.76,1.60,1.19,3.67,1.71
65117,-3.84,6.10,4.83,2.84,6.17,3.76
100859,-1.32,3.11,4.34,1.99,4.54,2.02
20949,-0.18,6.62,6.13,2.14,6.13,2.00
111376,3.14,4.85,-0.19,2.84,3.15,4.81
88268,1.32,3.20,-0.49,1.93,1.41,2.99
102963,-1.38,2.80,13.48,1.57,13.55,1.54
58823,-7.96,4.87,-6.25,2.33,10.12,4.46
6276,1.36,2.02,1.00,0.98,1.69,1.87
69337,3.38,8.30,11.12,4.66,11.62,5.42
58829,62.12,43.88,20.04,20.96,65.28,44.03
67231,1.72,7.00,5.26,4.11,5.54,4.74
65135,-102.83,13.32,-17.43,6.41,104.29,13.47
107173,-403.65,32.83,282.68,19.50,492.79,27.66
25197,13.78,13.64,5.04,7.62,14.68,13.51
77783,-2.25,3.04,-1.62,1.71,2.78,2.82
71453,0.12,17.70,0.92,10.35,0.93,10.83
27321,-17.79,9.48,-9.85,5.24,20.33,9.10
79881,5.79,14.48,-5.78,8.10,8.18,10.84
79883,-2.79,8.86,8.08,4.60,8.55,4.66
69357,-0.25,1.24,-0.21,0.77,0.33,1.12
23088,-3.13,12.41,-13.03,5.14,13.40,6.73
107190,63.39,52.80,385.66,39.25,390.83,40.03
12598,-2.04,12.20,10.41,9.26,10.61,9.29
92507,30.64,177.32,-171.82,119.51,174.53,119.31
20990,14.71,34.58,-7.06,10.67,16.32,27.76
69367,207.75,233.62,-219.70,180.33,302.37,203.75
6312,-1.52,2.88,1.02,1.92,1.83,2.54
10512,-17.51,17.08,-13.69,9.56,22.23,15.59
14716,-8.52,13.95,6.02,9.11,10.43,12.10
48341,6.15,5.19,-1.10,3.97,6.25,5.13
79910,-0.53,8.44,4.48,4.31,4.51,4.17
84103,-30.54,27.83,-21.35,12.62,37.26,26.10
63070,-0.37,3.50,-0.49,1.55,0.61,2.79
